,Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
156,Effects of salinity on baldcypress seedlings: Physiological responses and their relation to salinity tolerance,"Allen, J.A.; Chambers, J.L.; Pezeshki, S.R.","Growth and physiological responses of 15 open-pollinated families of baldcypress (Taxodium distichum var. distichum) subjected to flooding with saline water were evaluated in this study. Ten of the families were from coastal sites in Louisiana and Alabama, USA that have elevated levels of soil-water salinity. The other five families were from inland, freshwater sites in Louisiana. Seedlings from all families tolerated flooding with water of low (2 g l-1) salinity. Differences in biomass among families became most apparent at the highest salinity levels (6 and 8 g l-1). Overall, increasing salinity reduced leaf biomass more than root biomass, which in turn was reduced more than stem biomass. A subset of seedlings from the main greenhouse experiment was periodically placed indoors under artificial light, and measurements were made of gas exchange and leaf water potential. Also, tissue concentrations of Cl-, Na+, K+, and Ca2+ were determined at the end of the greenhouse experiment. Significant intraspecific variation was found for nearly all the physiological parameters evaluated, but only leaf concentrations of Na+ and Cl- were correlated with an index of family-level differences in salt tolerance.",1997,,Wetlands,17,2,310-320,,10.1007/BF03161419,,#16633,Allen 1997,,
157,"Vegetation Trends in a Restored Coastal Wetland at Prisoners Harbor, Santa Cruz Island, Channel Islands National Park","Power, P.J.; Denn, M.; Wagner, J.; Martin, M.","Prisoners Harbor on Santa Cruz Island, California, formerly supported a 5-ha wetland and riparian system, the largest on the California Channel Islands. During the late 1800s ranchers filled in about half of the wetland area in order to support ranching activities. They also rerouted the stream channel to the canyon edge and built an earthen berm along its west bank, which disconnected the stream from its floodplain. The National Park Service developed a wetland and riparian restoration design for Prisoners Harbor based on topographic and hydrologic analyses and on vegetation community depth-to-water-table relationships developed from neighboring reference wetlands. In 2011 Channel Islands National Park and The Nature Conservancy restored 1.25 ha of coastal wetlands by removing artificial fill and the earthen berm. Postproject vegetation monitoring during 2012 to 2016 showed increased abundance of 3 of the 8 herbaceous planted wetland species and declines in target invasive species. Severe drought conditions during this window likely influenced vegetation abundance. Postrestoration hydrologic monitoring showed that the restored marsh met the federal wetland hydrology standard only twice: once in late 2011 before the drought began and then again in January-September 2017. An exceptionally large swell and high tide during winter 2015/16 resulted in saltwater flooding of the site; salinity returned to more typical values only slowly after this event. Expansion of wetland species, even during a historic drought and atypical seawater intrusion, suggests that this evidence-based approach to restoration design will result in functional coastal wetland habitat as more typical precipitation levels return. However, we emphasize the need for aggressive control of nonnative plants until native plant cover is well established. © Brigham Young University 2018.",2018,,West. North Am. Nat.,78,4,644-651,,10.3398/064.078.0408,,#16674,Power 2018,,
159,Evaluating the effects of and-use change and future climate change on vulnerability of coastal landscapes to saltwater intrusion,"Bhattachan, A; Emanuel, RE; Ardon, M; Bernhardt, ES; Anderson, SM; Stillwagon, MG; Ury, EA; BenDor, TK; Wright, JP","The exposure of freshwater-dependent coastal ecosystems to saltwater is a present-day impact of climate and land-use changes in many coastal regions, with the potential to harm freshwater and terrestrial biota, alter biogeochemical cycles and reduce agricultural yields. Land-use activities associated with artificial drainage infrastructure (canals, ditches, and drains) could exacerbate saltwater exposure. However, studies assessing the effects of artificial drainage on the vulnerability of coastal landscapes to saltwater exposure are lacking. We examined the extent to which artificial drainage infrastructure has altered the potential for saltwater intrusion in the coastal plain of eastern North Carolina. Regional spatial analyses demonstrate that artificial drainages not only lower the overall elevation in coastal landscapes, but they also alter the routing and concentration of hydrological flows. Together, these factors have the potential to increase the total proportion of the landscape vulnerable to saltwater intrusion, not only in areas adjacent to drainage infrastructure but also in places where no artificial drainages exist due to large scale effects of flow rerouting. Among all land cover types in eastern North Carolina, wetlands are most vulnerable to saltwater exposure. Droughts and coastal storms associated with climate change potentially exacerbate vulnerability to saltwater facilitated by artificial drainage.",2018,,ELEMENTA-SCIENCE OF THE ANTHROPOCENE,6,,,WOS:000445487800001,10.1525/elementa.316,,#17143,Bhattachan 2018,,
160,Adaptation as a potential response to sea-level rise: a genetic basis for salinity tolerance in populations of a coastal marsh fish,"Purcell, KM; Hitch, AT; Klerks, PL; Leberg, PL","Relative sea-level rise is resulting in the intrusion of saline waters into marshes historically dominated by fresh water. Saltwater intrusions can potentially affect resident marsh species, especially when storm-related tidal surges cause rapid changes in salinity. We examined the role of historical salinity exposure on the survival of Gambusia affinis from two locations in coastal Louisiana. At each location, we sampled fish populations from fresh, intermediate and brackish marshes. Individuals were then exposed to a salinity of 25 parts per thousand and survival time was measured. We found that fish from brackish and intermediate marshes had an increased tolerance to salinity stress relative to fish from freshwater environments. We then tested the descendents of fish from the fresh and brackish marshes, reared for two generation in fresh water, to determine if there was a genetic basis for differential survival. We found that descendents of individuals from brackish marshes showed elevated survivals relative to the descendents of fish with no historical exposure to salinity. The most reasonable mechanism to account for the differences in survival relative to historical exposure is genetic adaptation, suggesting that natural selection may play a role in the responses of resident marsh fishes to future increases in salinity.",2008,,EVOLUTIONARY APPLICATIONS,1,1,155-160,WOS:000262783400013,10.1111/j.1752-4571.2007.00001.x,,#17208,Purcell 2008,,
161,Interactive effects of hydrology and salinity on oligohaline plant species productivity: Implications of relative sea-level rise,"Spalding, EA; Hester, MW","Sea-level rise is anticipated to alter hydrologic and salinity regimes of coastal wetlands. We conducted a mesocosm experiment to determine species-level responses to 12 sea-level rise scenarios. Both hydrologic regime (-10, +5, and +20 cm flooding depth) and salinity level (fresh, 2%o, 4%o, and 6%o) were interactively manipulated. Within these various sea-level rise scenarios, we sought to determine the effects of hydrologic regime, salinity level, and the interaction of these two stresses on the productivity of Panicum hemitomon, Sagittaria lancifolia, and Spartina patens, which are dominant macrophytes of fresh, intermediate, and brackish marsh types, respectively, in coastal Louisiana and the southeastern coastal plain. We found that altered hydrologic regimes and increased salinity levels differentially affected edaphic conditions and species-level productivity. Increases in flooding depth were most detrimental to S. patens. Salinity levels greater than 4%o resulted in mortality of P. hemitomon, and salinity levels of 6%o resulted in reduced growth and eventual death of S. lancifolia. The effects of elevated salinity levels on P. hemitomon and S. lancifolia were exacerbated when coupled with increased flooding levels. Although soil organic matter was shown to increase in all vegetative conditions, increases were dependent upon the productivity of the species under the different hydrologic regimes and salinity levels with P. hemitomon displaying tremendous potential to increase soil organic matter under fresh conditions, especially when coupled with moderate flooding. The results of this study indicate that as plant communities are subjected to long-term changes in hydrology and salinity levels, community productivity and sustainability ultimately will be determined by species-level tolerances in conjunction with species interactions.",2007,,ESTUARIES AND COASTS,30,2,214-225,WOS:000247075600002,10.1007/BF02700165,,#17349,Spalding 2007,,
162,Testing the interactive effects of flooding and salinity on tidal marsh plant productivity,"Buffington, KJ; Goodman, AC; Freeman, CM; Thorne, KM","Tidal wetlands support plant communities that facilitate carbon storage, accrete soil, and provide habitat for terrestrial and aquatic species. Climate change is likely to alter estuaries through sea-level rise and changing precipitation patterns, although the ecological responses are uncertain. We were interested in plant responses to physiological stress induced by elevated water salinity and flooding conditions, which may be more prevalent under climate change.. We used a greenhouse experiment and factorial flooding (1, 12, 24, and 48 % time) and salinity (0, 5, 15, 30 PSU) treatments to evaluate the productivity responses of three emergent herbaceous species (Carex lyngbyei, Triglochin maritima, and Argentina pacifica) common to tidal marshes of the Pacific Northwest, USA. We measured weekly changes in plant height and final above and belowground biomass for all species after 10 weeks. Increased salinity reduced final above and belowground biomass significantly in all three species, with A. pacifica responding the most, followed by C. lyngbyei and T. maritima. Increased flooding also reduced total biomass in A. pacifica and T. maritima. There was a significant response in C. lyngbyei aboveground biomass and A. pacifica height to the flooding-salinity interaction. These results indicate emergent plant community composition may change in response to novel climate conditions in estuaries, driven by distinct physiological tolerances to salinity and flooding, and highlight the importance of considering multiple climate drivers when projecting ecosystem change. This may be especially true for estuaries that currently have prolonged freshwater phases like those in the Pacific Northwest.",2020,,AQUATIC BOTANY,164,,,WOS:000535951000006,10.1016/j.aquabot.2020.103231,,#17381,Buffington 2020,,
163,CHLORIDE CONCENTRATIONS IN GROWTH RINGS OF TAXODIUM-DISTICHUM IN A SALTWATER-INTRUDED ESTUARY,"YANOSKY, TM; HUPP, CR; HACKNEY, CT","Element analysis by proton induced X-ray emission spectroscopy was performed on growth rings of baldcypress (Taxodium distichum) growing within the Cape Fear River estuary, North Carolina, USA. Trees from estuarine reaches heavily intruded by saltwater flooding contained larger concentrations of chloride, bromide, and sodium than did trees from less intruded reaches. At three intruded sites, trees nearest open water contained larger concentrations of these elements within outermost sapwood rings than did trees farther from open water and presumably flooded less often. Chloride was translocated from outer to inner sapwood rings of saltwater-intruded trees, resulting in larger concentrations within heartwood than within the inner sapwood. Chloride concentrations along the heartwood radius were used to estimate the position of the heartwood-sapwood interface during the beginning stages of intrusion, thus permitting historical estimates of the local onset of intrusion. Element analysis of the wood of baldcypress may aid assessments of tree growth and mortality in regions already subjected to saline flooding, and in coastal forests at risk from predicted sea level rises.",1995,,ECOLOGICAL APPLICATIONS,5,3,785-792,WOS:A1995RM90200022,10.2307/1941986,,#17407,YANOSKY 1995,,
164,"PEAT COLLAPSE, PENDING AND WETLAND LOSS IN A RAPIDLY SUBMERGING COASTAL MARSH","DELAUNE, RD; NYMAN, JA; PATRICK, WH","Conversion of coastal marshes to inland open water is often associated with plant stresses such as saltwater intrusion into non-saline marshes and soil waterlogging, but the physical processes that initiate pond formation are not clear. We hypothesized that marsh elevation decreased rapidly following plant mortality because of structural collapse of the living root network. We monitored the elevation of 20 marsh hummocks between April 1990 and April 1992. Near total plant mortality occurred within 1 year and was attributed to excessive flooding. Hummock elevation decreased almost 15 cm within 2 years but elevation of adjacent ponds showed no trend. Plant stubble was still rooted in place on the submerged hummocks, and even slight evidence of surface erosion was not noted until the end of the study. The Cs-137 inventory in soil collected before and after the study also indicated that pest collapse rather than erosion caused the elevation decrease. Thus, pest collapse may initiate interior marsh ponds that subsequently spread via erosion and may partly explain why some marshes experiencing plant mortality convert to open water rather than re-vegetate. Feat collapse appeared to be the primary mechanism of marsh loss in this Louisiana hotspot.",1994,,JOURNAL OF COASTAL RESEARCH,10,4,1021-1030,WOS:A1994PJ19000018,,,#17414,DELAUNE 1994,,
165,Effects of salinity and water level on coastal marshes: an experimental test of disturbance as a catalyst for vegetation change,"Baldwin, AH; Mendelssohn, IA","Wetlands in many coastal areas are threatened by sea level rise. Higher sea level will increase the frequency and duration of inundation in coastal areas and, in some systems, result in higher salinity as well. While the effects of salinity and water level on coastal marsh vegetation have been widely investigated, the role of disturbance in causing shifts in vegetation due to changes in salinity or water level has received little attention. We examined interactions of disturbance (clipping of aboveground vegetation) with salinity and water level treatments in a factorial arrangement using oligohaline marsh mesocosms. The mesocosms all contained soil and vegetation from two adjoining plant communities, one dominated by Spartina patens (Ait.) Muhl. and the other by Sagittaria lancifolia L. We assessed vegetation responses quarterly for 1 year and related responses to soil redox potential (E-h). sulfide concentration, salinity, and pH. We found that salinity and water level had significant effects on species richness only following disturbance and that similar patterns occurred for aboveground biomass of dominant and subdominant species. Following disturbance, aboveground biomass of Sagittaria lancifolia was significantly reduced by salinity but not by flooding (due to a capacity for seed germination under flooded conditions and rapid vegetative growth following disturbance), while the more salt-tolerant Spartina patens was eliminated by flooding but not affected by salinity. Disturbance led to almost complete eradication of vegetation under flooded, saline conditions. In the absence of disturbance, Sagittaria lancifolia biomass increased while Spartina patens was not affected in response to flooding, and neither species was significantly affected by salinity. Responses of vegetation corresponded with lower E-h in flooded and saline treatments and higher sulfide concentration in saline treatments. Our results suggest that disturbance is an important component of vegetation change in response to rising sea level, catalyzing rapid shifts in vegetation structure or accelerating wetland loss. (C) 1998 Elsevier Science B.V. All rights reserved.",1998,,AQUATIC BOTANY,61,4,255-268,WOS:000075178300002,10.1016/S0304-3770(98)00073-4,,#17430,Baldwin 1998,,
166,Saltwater reduces potential CO2 and CH4 production in peat soils from a coastal freshwater forested wetland,"Minick, KJ; Mitra, B; Noormets, A; King, JS","A major concern for coastal freshwater wetland function and health is the effects of saltwater intrusion on greenhouse gas production from peat soils. Coastal freshwater forested wetlands are likely to experience increased hydroperiod with rising sea level, as well as saltwater intrusion. These potential changes to wetland hydrology may also alter forested wetland structure and lead to a transition from forest to shrub/marsh wetland ecosystems. Loss of forested wetlands is already evident by dying trees and dead standing trees (""ghost"" forests) along the Atlantic coast of the US, which will result in significant alterations to plant carbon (C) inputs, particularly that of coarse woody debris, to soils. We investigated the effects of salinity and wood C inputs on soils collected from a coastal freshwater forested wetland in North Carolina, USA, and incubated in the laboratory with either freshwater or saltwater (2.5 or 5.0 ppt) and with or without the additions of wood. Saltwater additions at 2.5 and 5.0 ppt reduced CO2 production by 41% and 37 %, respectively, compared to freshwater. Methane production was reduced by 98% (wood-free incubations) and by 75%-87% (wood-amended incubations) in saltwater treatments compared to the freshwater plus wood treatment. Additions of wood also resulted in lower CH4 production from the freshwater treatment and higher CH4 production from saltwater treatments compared to wood-free incubations. The delta(CH4)-C-13-C isotopic signature suggested that, in wood-free incubations, CH4 produced from the freshwater treatment originated primarily from the acetoclastic pathway, while CH4 produced from the saltwater treatments originated primarily from the hydrogenotrophic pathway. These results suggest that saltwater intrusion into coastal freshwater forested wetlands will reduce CH4 production, but long-term changes in C dynamics will likely depend on how changes in wetland vegetation and microbial function influence C cycling in peat soils.",2019,,BIOGEOSCIENCES,16,23,4671-4686,WOS:000502281100001,10.5194/bg-16-4671-2019,,#17471,Minick 2019,,
167,Denitrification Potential and Carbon Mineralization in Restored and Unrestored Coastal Wetland Soils Across an Urban Landscape,"Doroski, AA; Helton, AM; Vadas, TM","The recovery of wetland function after tidal flow restoration may be influenced by water pollution and sea level rise. Our objective was to examine the effects of tidal flow restoration on denitrification potential and carbon (C) mineralization across an urban coastal landscape. Soil cores were collected from 32 tidal wetlands in Connecticut, U.S.A., spanning a wide range of salinity (0.3-29 ppt) and watershed development (<1-79%). In brackish wetlands, denitrification potential increased with time since restoration, while C mineralization showed no significant relationship. Soil chemistry was also a strong predictor of process rates; best fit multiple linear regression models for denitrification included both soil chemistry variables and time since restoration. Although principal components analysis revealed soil chemistry overlapped by wetland type (freshwater, saline, or brackish), process rates in freshwater versus brackish wetlands had different relationships with soil chemistry. In freshwater wetlands, denitrification potential and C mineralization increased with soil metal content. In brackish wetlands, denitrification potential decreased with increasing salinity and C mineralization increased with increasing organic matter, soil moisture, and ammonium. Our results highlight the potential for biogeochemical processes to recover after wetland restoration, along with complex interactions between these processes and chemicals in developed coastal landscapes.",2019,,WETLANDS,39,4,895-906,WOS:000485037400017,10.1007/s13157-019-01128-z,,#17559,Doroski 2019,,
168,Response and Recovery of Low-Salinity Marsh Plant Communities to Presses and Pulses of Elevated Salinity,"Li, F; Pennings, SC","In estuaries, future variation in sea level and river discharge will lead to saline intrusion into low-salinity tidal marshes. To investigate the processes that control the differential response and recovery of tidal freshwater marsh plant communities to saline pulses, a 3x5 factorial greenhouse experiment was conducted to examine the effects of a range of salinity levels (3, 5, and 10practical salinity units (PSU)) and pulse durations (5, 10, 15, 20, and 30days per month) on community composition of tidal freshwater marsh vegetation. Recovery of perturbed communities was also examined after 10months. The results showed that community composition was increasingly affected by the more-saline and longer-duration treatments. The increasing suppression of salt-sensitive species resulted in species reordering, decreased species richness, and decreased aboveground biomass. Most of the plant species were able to recover from low-salinity, short-duration saline pulses in less than 1year. However, because not all species recovered in the heavily salinized treatments, species richness at the end of the recovery period remained low for treatments that were heavily salinized during the treatment period. In contrast, plant aboveground biomass fully recovered in the heavily salinized treatments. Although the magnitude and duration of pulsed environmental changes had strong effects on community composition, shifts in community composition prevented long-term reductions in productivity. Thus, in this study system, environmental change affected species composition more strongly than it did ecosystem processes.",2019,,ESTUARIES AND COASTS,42,3,708-718,WOS:000463827200008,10.1007/s12237-018-00490-1,,#17595,Li 2019,,
169,Loss and damage implications of sea-level rise on Small Island Developing States,"Martyr-Koller, R; Thomas, A; Schleussner, CF; Nauels, A; Lissner, T","Sea-level rise poses a significant threat to Small Island Developing States (SIDS) due to the concentration of people, assets, and infrastructure in coastal zones. This review assesses literature on key emerging topics in sea level rise including: the lasting impact of near-term mitigation on longterm sea-level rise; new global coastal vertical elevation data and their impact on existing sea-level rise projections; and the interaction of sea-level rise with other hazards, including salinization, tropical cyclones and extreme precipitation. We characterize the regional nature of sea-level rise for SIDS and highlight associated impacts and risks. Finally, we review approaches to address sea-level rise as well as limits to adaptation and resultant economic and non-economic loss and damage that may be experienced by SIDS.",2021,,CURRENT OPINION IN ENVIRONMENTAL SUSTAINABILITY,50,,245-259,WOS:000696958300026,10.1016/j.cosust.2021.05.001,,#17810,Martyr-Koller 2021,,
170,Tidal freshwater wetlands,"Barendregt, Aat; Whigham, Dennis F; Baldwin, Andrew H",,2009,,,,,,,,,#18226,Barendregt 2009,,
171,Individual-based modeling of flooding and salinity effects on a coastal swamp forest,"Hoeppner, SS; Rose, KA","Coastal swamps are among the rapidly vanishing wetland habitats in Louisiana. Increased flooding, nutrient and sediment deprivation, and salt-water intrusion have been implicated as probable causes of the decline of coastal swamps. We developed a two-species individual-based forest succession model to compare the growth and composition of a cypress-tupelo swamp under various combinations of flooding intensity and salinity levels, using historical time-series of stage and salinity data as inputs. Our model simulates forest succession over 500 years by representing the growth, mortality, and reproduction of individual Taxodium distichum (baldcypress) and Nyssa aquatica (water tupelo) trees in a 1-km(2) spatial grid of 1 m x 10 m cells that vary in water levels and salinity through differences in elevation. We independently adjusted the elevations of each cell to obtain different grid-wide mean elevations and standard deviations of elevation; this affected the temporal and spatial pattern of flooding. We calibrated the model by adjusting selected parameters until averaged basal area, stem density and wood production rates under two different mean elevations (partially versus highly flooded) were qualitatively similar to comparable values reported for swamps in the literature. Corroboration involved comparing model predictions to four well-monitored contrasting habitat sites within the Maurepas Basin, Louisiana, USA. Model predictions of both species combined showed the same patterns among sites as the data, but the model overestimated wood production and the dominance of T. distichum. Exploratory simulations predicted that increased flooding leads to swamps with reduced basal areas and stem densities, while increased salinity resulted in lower basal areas at low salinity concentration (similar to 1-3 psu) and complete tree mortality at higher salinity concentrations (similar to 2-6 psu). Our model can provide insight into the succession dynamics of coastal swamps and information for the effective design of restoration actions. (C) 2011 Elsevier B.V. All rights reserved.",2011,,ECOLOGICAL MODELLING,222,19,3541-3558,WOS:000297089500008,10.1016/j.ecolmodel.2011.07.017,,#18370,Hoeppner 2011,,
172,Modeling sea-level rise vulnerability of coastal environments using ranked management concerns,"Kane, HH; Fletcher, CH; Frazer, LN; Anderson, TR; Barbee, MM","Coastal erosion, salt-water intrusion, and flooding due to sea-level rise threaten to degrade critical coastal strand and wetland habitats. Because habitat loss is a measure of the risk of extinction, managers are keen for guidance to reduce risk posed by sea-level rise. Building upon standard inundation mapping techniques and suitability mapping, we develop a ranking system that models sea-level rise vulnerability as a function of six input parameters defined by wetland experts: type of inundation, time of inundation, soil type, habitat value, infrastructure, and coastal erosion. We apply this model under the mid-century and end-of-century RCP8.5 sea-level projection (0.30 m by 2057, and 0.74 m by 2100) according to the Intergovernmental Panel on Climate Change Fifth Assessment Report. To demonstrate this method, the model is applied to three coastal wetlands on the Hawaiian islands of Maui and O'ahu. Each ranked input parameter is mapped upon a 2 m horizontal resolution raster and final vulnerability is obtained by calculating the weighted geometric mean of the input vulnerability scores. Areas that ranked with the 'highest' vulnerability should be the focus of future management efforts. The tools developed in this study can be a guide to prioritize conservation actions at flooded areas and initiate decisions to adaptively manage sea-level rise impacts.",2015,,CLIMATIC CHANGE,131,2,349-361,WOS:000357037700013,10.1007/s10584-015-1377-3,,#18394,Kane 2015,,
173,GLOBAL SEA-RISE: AN EARLY WARNING,"Zambo, AA","One of the most important problems facing coastal communities today is the effects of a global sea-rise on coastline habitat and infrastructure. Such a rise could inundate lowlands and wetlands, erode beaches, and exacerbate coastal flooding. Furthermore, rising sea level can influence the rate of salt-water intrusion into coastal aquifers, cause expansion of the salt-water wedge in estuaries, and increase the probability of damage from storm surges along coastlines. Predicting shoreline retreat and land loss rates is critical to planning future coastal zone management strategies and assessing biological impacts due to changes in or destruction of habitat. To date long-term coastal planning has been done piecemeal, if at all (NRC, 1995). Consequently, facilities are being located and entire communities are being developed without consideration to the potential costs to relocate and/or protect them from the effects of sea-level rise, flooding, and/or loss of natural resources.An average rise in global ocean levels of just a few inches could have devastating effects on coastal towns, cities, and ecosystems worldwide. More than 100 million people live within I meter (3.28 feet) of the mean sea level (Douglas & Kearney, 2001). The problem is exceptionally urgent and serious for the low-lying small island nations of the world. The Intergovernmental Panel on Climate Change concluded in 2006 that by 2100 the sea-level could rise as much as 0.58 meters (23 inches) (Solomon et al., 2007). Current estimates of sea-level rise by 2100 range between 0.30-0.91 meters (1-3 feet). The range reflects uncertainty about global temperature projections and how rapidly ice sheets will melt or slide into the ocean in response to the warmer temperatures.Regardless of the future uncertainty, the current rate of sea-level rise is more than double the average sea-level rise seen over the past few centuries. Equally alarming is the fact that the rate of sea-level rise appears to have increased exponentially over the past few decades.",2008,,JOURNAL OF GREEN BUILDING,3,1,14-23,WOS:000264995000002,10.3992/jgb.3.1.14,,#18399,Zambo 2008,,
174,Freshwater diversions as an ecosystem management tool for maintaining soil organic matter accretion in coastal marshes,"DeLaune, RD; Kongchum, M; White, JR; Jugsujinda, A",Marsh soil accretion processes were examined at 12 locations in fresh and brackish marshes in Louisiana's northern Barataria Basin estuary. Soil accretion rate determined from Cs-137 ranged from 0.59 to 1.03 cm yr(-1). Soil structure and accretion were controlled primarily by organic matter accumulation rather than mineral sediment deposition with water and entrapped gases occupying the majority of the soil volume ranging from 92 to 95%. Organic matter accumulation ranged from 328 to 580 g m(-2) yr(-1) while mineral accumulation ranged from 78 to 380 g M-2 yr(-1) Such organic-based fresh and brackish marsh soil are more fragile than mineral based marsh soils and are subject to impact by salt water intrusion and hurricane storm surge forces. The Davis Pond diversion is a conduit between the Mississippi River and the coastal marshes of Barataria basin currently reintroducing river water into the basin leading to lower basin salinities This hydrologic management measure should benefit and extend the stability of the studied marsh sites encouraging continued vegetation growth and soil organic matter accumulation. Accrual of organic matter is necessary to prevent drowning of the marsh which is subject to both the global eustatic sea level rise (1-2 mm yr(-1)) and significant local subsidence (similar to 10 mm yr(-1)). This high rate of relative sea level rise can lead to open water/ponding and subsequent erosion of the surrounding marsh due to flooding and salinity stress. (C) 2013 Elsevier B.V. All rights reserved.,2013,,CATENA,107,,139-144,WOS:000318836200015,10.1016/j.catena.2013.02.012,,#18403,DeLaune 2013,,
175,Water salinity and inundation control soil carbon decomposition during salt marsh restoration: An incubation experiment,"Wang, FM; Kroeger, KD; Gonneea, ME; Pohlman, JW; Tang, JW","Coastal wetlands are a significant carbon (C) sink since they store carbon in anoxic soils. This ecosystem service is impacted by hydrologic alteration and management of these coastal habitats. Efforts to restore tidal flow to former salt marshes have increased in recent decades and are generally associated with alteration of water inundation levels and salinity. This study examined the effect of water level and salinity changes on soil organic matter decomposition during a 60-day incubation period. Intact soil cores from impounded fresh water marsh and salt marsh were incubated after addition of either sea water or fresh water under flooded and drained water levels. Elevating fresh water marsh salinity to 6 to 9ppt enhanced CO2 emission by 50%-80% and most typically decreased CH4 emissions, whereas, decreasing the salinity from 26ppt to 19ppt in salt marsh soils had no effect on CO2 or CH4 fluxes. The effect from altering water levels was more pronounced with drained soil cores emitting 10-fold more CO2 than the flooded treatment in both marsh sediments. Draining soil cores also increased dissolved organic carbon (DOC) concentrations. Stable carbon isotope analysis of CO2 generated during the incubations of fresh water marsh cores in drained soils demonstrates that relict peat OC that accumulated when the marsh was saline was preferentially oxidized when sea water was introduced. This study suggests that restoration of tidal flow that raises the water level from drained conditions would decrease aerobic decomposition and enhance C sequestration. It is also possible that the restoration would increase soil C decomposition of deeper deposits by anaerobic oxidation, however this impact would be minimal compared to lower emissions expected due to the return of flooding conditions.",2019,,ECOLOGY AND EVOLUTION,9,4,1911-1921,WOS:000461114900029,10.1002/ece3.4884,,#18833,Wang 2019,,
176,"Linking Water Infrastructure, Public Health, and Sea Level Rise: Integrated Assessment of Flood Resilience in Coastal Cities","Allen, TR; Crawford, T; Montz, B; Whitehead, J; Lovelace, S; Hanks, AD; Christensen, AR; Kearney, GD","Coastal community water infrastructure is increasingly vulnerable to climate-sensitive coastal hazards. Tides, storm surges, rainfall, and salt intrusion affect infrastructure and human health. In case studies of Charleston, South Carolina, and Morehead City, North Carolina, USA, this project sought to advance risk assessment of urban water and wastewater infrastructure and identify linkages to human health impacts as risk evolves with sea level rise. The methodology integrates community infrastructure, health care, emergency resources, geospatial simulation, and a tabletop exercise with planners, emergency managers, public utilities, and health care providers. Resilience is assessed by community participants using interactive online maps, susceptibility indices, and a resilience matrix. Results highlight differential vulnerability, population susceptibility, and elevation uncertainty. We observe similar trends of increasing magnitude, frequency, and impact of flood events on water infrastructure and public health as sea level rises. Implications for tackling challenges across sectors are highlighted for improving coastal resilience.",2019,,PUBLIC WORKS MANAGEMENT & POLICY,24,1,110-139,WOS:000454137500009,10.1177/1087724X18798380,,#18986,Allen 2019,,
177,Simulated storm surge effects on freshwater coastal wetland soil porewater salinity and extractable ammonium levels: Implications for marsh recovery after storm surge,"McKee, M; White, JR; Putnam-Duhon, LA","Coastal wetland systems experience both short-term changes in salinity, such as those caused by wind driven tides and storm surge, and long-term shifts caused by sea level rise. Salinity increases associated with storm surge are known to have significant effects on soil porewater chemistry, but there is little research on the effect of flooding length on salt penetration depth into coastal marsh soils. A simulated storm surge was imposed on intact soil columns collected from a non-vegetated mudflat and a vegetated marsh site in the Wax Lake Delta, LA. Triplicate intact cores were continuously exposed to a 35 salinity water column (practical salinity scale) for 1, 2, and 4 weeks and destructively sampled in order to measure porewater salinity and extractable NH4-N at two cm depth intervals. Salinity was significantly higher in the top 8 cm for both the marsh and mudflat cores after one week of flooding. After four weeks of flooding, salinity was significantly higher in marsh and mudflat cores compared to the control (no salinity) cores throughout the profile for both sites. Extractable ammonium levels increased significantly in the marsh cores throughout the experiment, but there was only a marginally (p < 0.1) significant increase seen in the mudflat cores. Results indicate that porewater salinity levels can become significantly elevated within a coastal marsh soil in just one week. This vertical intrusion of salt can potentially negatively impact macrophytes and associated microbial communities for significantly longer term post storm surge. (C) 2016 Elsevier Ltd. All rights reserved.",2016,,ESTUARINE COASTAL AND SHELF SCIENCE,181,,338-344,WOS:000386406500034,10.1016/j.ecss.2016.09.007,,#19102,McKee 2016,,
