,Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
22,Moderate salinity improves the availability of soil P by regulating P-cycling microbial communities in coastal wetlands,"Hu, M.; Le, Y.; Sardans, J.; Yan, R.; Zhong, Y.; Sun, D.; Tong, C.; Peñuelas, J.","Accelerated sea-level rise is expected to cause the salinization of freshwater wetlands, but the responses to salinity of the availability of soil phosphorus (P) and of microbial genes involved in the cycling of P remain unexplored. We conducted a field experiment to investigate the effects of salinity on P cycling by soil microbial communities and their regulatory roles on P availability in coastal freshwater and brackish wetlands. Salinity was positively correlated with P availability, with higher concentrations of labile P but lower concentrations of moderately labile P in the brackish wetland. The diversity and richness of microbial communities involved in P cycling were higher in the brackish wetland than the freshwater wetland. Salinity substantially altered the composition of the P-cycling microbial community, in which those of the brackish wetland were separated from those of the freshwater wetland. Metagenomic sequence analysis indicated that functional genes involved in the solubilization of inorganic P and the subsequent transport and regulation of P were more abundant in coastal soils. The relative abundances of most of the target genes differed between the wetlands, with higher abundances of P-solubilization (gcd and ppa) and -mineralization (phoD, phy, and ugpQ) genes and lower abundances of P-transport genes (pstB, ugpA, ugpB, ugpE, and pit) in the brackish wetland. A significant positive correlation between the concentration of labile P and the abundances of the target genes suggested that salinity may, at least in part, improve P availability by regulating the P-cycling microbial community. Our results suggest that the P-cycling microbial community abundance and P availability respond positively to moderate increases in salinity by promoting the microbial solubilization and mineralization of soil P. Changes in microbial communities and microbially mediated P cycling may represent microbial strategies to adapt to moderate salinity levels, which in turn control soil function and nutrient balance. © 2022 John Wiley & Sons Ltd.",2023,,Global Change Biol.,29,1,276-288,,10.1111/gcb.16465,,#15214,Hu 2023,,
23,Microbial Composition of Freshwater Marsh Sediment Responds more Strongly to Microcosm Seawater Addition than Simulated Nitrate or Phosphate Eutrophication,"Weingarten, E.A.; Jackson, C.R.","As sea level rise impacts coastal wetlands, saltmarsh will overtake coastal freshwater marsh in many areas, but changes in the sediment microbiome in response to saltwater intrusion are difficult to predict. Coastal freshwater marsh sediment was exposed to ambient, brackish, and saline conditions as well as to elevated nitrate and phosphate to model the combined stresses of saltwater intrusion and coastal eutrophication. Initially, sediment prokaryotic composition was similar to prior studies of freshwater marsh but diverged over time, reflecting the magnitude of increase in saltwater. There was no observed effect of nutrient amendment, potentially ranking seawater intrusion as a higher-importance compositional driver. Although the previously described loss of methanogenic populations and promotion of sulfate reducers in response to saltwater exposure was observed, taxonomic distribution was not similar to typical meso-polyhaline wetlands. Without colonization by marine taxa, such a community may be short-lived naturally, ultimately equilibrating with more common saltmarsh species. However, the recapitulation of salinity concentration by freshwater sediment microbial composition demonstrates the overwhelming nature of saltwater intrusion relative to other drivers like eutrophication. © 2022, This is a U.S. Government work and not under copyright protection in the US; foreign copyright protection may apply.",2022,,Microb. Ecol.,,,,,10.1007/s00248-022-02111-8,,#15215,Weingarten 2022,,
26,Hidden costs to building foundations due to sea level rise in a changing climate,"Abdelhafez, M.A.; Ellingwood, B.; Mahmoud, H.","Coastal civil infrastructure is vulnerable to the effects of climate change. Hurricane storm surge and coastal flooding can cause significant hydrostatic and hydrodynamic loads on structures while saltwater intrusion (SWI) may lead to deterioration of foundations. The effects of saltwater intrusion due to Sea Level Rise (SLR) on the foundations of buildings and other civil infrastructure is poorly understood. Such damages may not be detected in a timely fashion nor be insured, leading to significant and unanticipated expenses for building owners. In this study, we evaluate the impact of SWI due to various SLR scenarios on the corrosion of reinforcement in foundations of nearly 137,000 residential buildings in low-lying areas surrounding Mobile Bay, AL. We find that the potential for costly damage is significant. Under an extreme SLR scenario, the annual expected repair costs for the foundations of the studied homes may reach as much as US$90 million by 2100. © 2022, The Author(s).",2022,,Sci. Rep.,12,1,,,10.1038/s41598-022-18467-3,,#15218,Abdelhafez 2022,,
32,Resilience-Oriented Practices in Sea-LevelRise-Induced Human Migration in Coastal Bangladesh and Louisiana,"Ahsan, M.M.; Özbek, N.","Sea-Level Rise (SLR) combines slow- and rapid-onset climatic events and produces both environmental-induced migration and forced displacement. The coastal areas of Bangladesh and of the U.S. state of Louisiana are vulnerable to coastal or tidal flooding, saltwater intrusion, and other climatic events, which might worsen because of SLR. These coasts are facing adversity with persistent resolve due to the displacement of people from the coast due to SLR. On the basis of a systematic literature review of secondary sources, this study found that national, federal, or local governments are implementing several structural and non-structural resilience-oriented practices to keep people in their existing place. The study emphasizes that flood insurance is a resilience tool to protect residents and to help them in their existing location, but it requires adequate implementation. The study found that both structural and non-structural resilience practices with the necessary policy measures; political will; maintenance of the status quo with proper implementation of policies, plans, and programs; integration of resilience-oriented practices with relevant plans, policies, and programs; local people participation in the policymaking and implementation processes can avert people from migrating from sea-level-rise-induced impacts in both studied areas. Restoring both delta regions and giving importance to socioeconomic, ecological, and cultural aspects will be a win-win approach. © 2022. Common Ground Research Networks, Md Moynul Ahsan, Nimet Özbek,. All Rights Reserved.",2022,,"Int. J. Clim. Change, Impacts Responses",14,2,65-80,,10.18848/1835-7156/CGP/v14i02/65-80,,#15226,Ahsan 2022,,
33,Physiological and life history responses in a mayfly (Callibaetis floridanus) inhabiting ponds with saltwater intrusion,"Cochran, J.K.; Funk, D.H.; Buchwalter, D.B.","Freshwater salinity varies in natural systems and plays a role in species distribution. Anthropogenic alterations to freshwater salinity regimes include sea level rise and subsequent intrusion of saline waters to inland habitats. While mayflies are generalized to be sensitive to increasing salinity, we still know remarkably little about the physiological processes (and their plasticity) that determine the performance of species in a changing world. Here, we explored life-history outcomes and physiological plasticity in a population of Callibaetis floridanus (Ephemeroptera: Baetidae) from a coastal pond that routinely experiences saltwater intrusion. We reared naiads from egg hatch to adulthood across a gradient of increasing salinities (113, 5,020, 9,921 μS/cm). Radiotracer flux studies (22Na, 35SO4, and 45Ca) were conducted in naiads reared at each salinity, revealing a positive association between ionic concentration and uptake rates. However, the influence of rearing history on ionic influx rates was apparent when naiads were transferred from their respective rearing water to the other experimental conditions. For example, we observed that naiads reared in the low salinity treatment (113 μS/cm) had 10.8-fold higher Na uptake rates than naiads reared at 9,921 μS/cm and transferred to 113 μS/cm. Additionally, naiads acclimated to the higher salinity water exhibited reduced uptake in ion-rich water relative to those reared in more dilute conditions (e.g., in 9,921 μS/cm water, 113 and 5,020 μS/cm acclimated naiads had 1.5- and 1.1-fold higher Na uptake rates than 9,921 μS/cm acclimated naiads, respectively). We found no significant changes in survival (80 ± 4.4%, mean ± s.e.m.) or naiad development time (24 ± 0.3 days, mean ± s.e.m.) across these treatments but did observe a 27% decrease in subimago female body weight in the most dilute condition. This reduction in female weight was associated with higher oxygen consumption rates in naiads relative to the other rearing conditions. Collectively, these data suggests that saline adapted C. floridanus may be more energetically challenged in dilute conditions, which differs from previous observations in other mayfly species. Copyright © 2023 Cochran, Funk and Buchwalter.",2023,,Front. ecol. evol.,11,,,,10.3389/fevo.2023.1135924,,#15227,Cochran 2023,,
34,Sustainable saltwater intrusion management in coastal aquifers under climatic changes for humid and hyper-arid regions,"Abd-Elaty, I.; Straface, S.; Kuriqi, A.","Saltwater Intrusion (SWI) in many coastal areas is accelerated by freshwater boundary changes due to over-pumping and decreasing aquifer recharge and sea-level rise. This study aims to control SWI due to the rise in sea levels in three climate regions: (i) humid and wet regions using storage dams at different heads and recharge ponds, (ii) hyper-arid and arid regions using physical barriers and wastewater treatment aquifer, brackish water abstraction, and desalination (TRAD) method, and (iii) semi-arid and semi-humid regions using a combination of flooding water recharge well-field and cut-off wall. The study was developed using the world benchmark problem of Henry's problem and Biscayne aquifer in the Cutler Ridge area near Deering Estate, Florida, USA. The finite-difference code SEAWAT was used in numerical simulations. The numerical results indicated that increasing the artificial recharge lake capacity minimizes the SWI in humid and wet regions with a high level of flooding. Moreover, the intrusion is mitigated using physical barriers and the TRAD method for hyper-arid and arid regions. Combining physical barriers during dry seasons and recharge wells for wet seasons resulted in suitable measures to managed the SWI in semi-arid and semi-humid regions. Finally, the best strategy to mitigate the SWI and minimize the desalination costs depends on the precipitation rates. Therefore, the methodology applied to this study represents a valuable tool in order to select the best method based on the climate conditions and particularly the precipitation intensity to increase the water budget in freshwater aquifers. © 2021 Elsevier B.V.",2021,,Ecol. Eng.,171,,,,10.1016/j.ecoleng.2021.106382,,#15228,Abd-Elaty 2021,,
35,Resisting-accepting-directing sea level rise on the Chesapeake Bay: Agricultural producers’ motivations and actions,"Sudol, T.A.; Miller Hesed, C.D.; Clark, J.M.; Moser, F.C.","As relative rates of sea level rise accelerate in the Mid-Atlantic region of the United States, the frequency of flooding and saltwater intrusion on coastal lands also increases, prompting ecological transformation which can conflict with existing coastal land use such as agriculture. We performed an exploratory study of coastal farmers and woodlot managers in Maryland and Virginia to understand how these producers make land management decisions within the context of sea level rise. Specifically, we used a mixed-methods approach to identify and understand 1) the producer-observed impacts of sea level rise and flooding on coastal lands; 2) the range of actions producers may take in response to sea level rise and flooding; 3) producers' intentions for managing their land in the short- and long-term; 4) producers' motivations for selecting a particular response; and 5) the additional support coastal producers need to successfully adapt to sea level rise. We used the Resist-Accept-Direct framework as an analytical tool to understand how producers’ actions and motivations align with 1) prevention or removal of impacts from flooding and saltwater intrusion, 2) accommodation for wetter or saltier conditions as they naturally occur, or 3) facilitation of specific changes toward a new desired outcome. We found that while most producers in our study plan to resist or accept changes over the next five years, over the longer term a majority of participating producers plan to transition land to a use that is compatible with increased saltwater intrusion and flooding. Most producers in our study would prefer to continue farming yet face a lack of effective and/or affordable management options to resist ecological changes. Flexible mechanisms that support producers in resisting sea level rise impacts in the short term, while supporting them in directing the transition of their land to another productive use in the long term, are needed to support coastal farmers as they adapt to a changing climate. © 2023 The Authors",2023,,J. Environ. Manage.,332,,,,10.1016/j.jenvman.2023.117355,,#15229,Sudol 2023,,
40,The Estuarine Ecological Knowledge Network Makes Progress: International Project Sites and Potential Ways Forward,"McCall, G.S.; Akpan, A.; Banaduc, D.; Figueroa, D.; Fontoura, N.; Hitchcock, R.; Horn, S.; Kar, D.; Tran, T.","The Estuarine Ecological Knowledge Network (EEKN) brings together scientists and coastal fishing communities in seeking new ways forward for Earth’s major river deltas and estuaries, including the Mississippi (United States), Rio Grande (United States), Danube (Romania/ Ukraine), Ganges (India/Bangladesh), Niger (Nigeria), and Mekong (Vietnam) river deltas, and the Patos Lagoon (Brazil). Such environments are universally understood as crucial for the biological productivity of oceans and they are home to hundreds of millions of human inhabitants, many of whom directly depend on that marine richness in terms of the operation of their socioeconomic systems. As human-induced climate change and its consequences for Earth’s oceans and coastlines increases, estuarine ecosystems are particularly threatened by problems such as sea-level rise, coastal erosion, saltwater intrusion, and increased impacts from tropical storms. These problems are often amplified by human dynamics of environmental degradation, including overfishing, pollution, and large-scale landscape modification projects. The EEKN is designed to enhance communication and cooperation between fishing communities, scientists, and policy makers in learning about the complexity of both ecological and socioeconomic systems in estuaries and deltas, and in developing more effective policy for managing fisheries, protecting and restoring coastlines, and increasing the resilience of coastal communities. © 2022, Marine Technology Society Inc.. All rights reserved.",2022,,Mar. Technol. Soc. J.,56,3,116-117,,10.4031/MTSJ.56.3.28,,#15234,McCall 2022,,
41,The adsorption of arsenate and p-arsanilic acid onto ferrihydrite and subsequent desorption by sulfate and artificial seawater: Future implications of sea level rise,"Barreto, M.S.C.; Elzinga, E.J.; Sparks, D.L.","Sea level rise (SLR) is estimated to impact 25% of the world's population along coastal areas leading to an increase in saltwater intrusion. Consequently, changes in the soil biogeochemistry of currently non-saline and/or well-drained soils due to saltwater intrusion are of major concern. Saltwater intrusion is expected to affect farmland across large broiler producer regions, where large amounts of manure containing organic arsenicals were applied over the past decades. To determine how SLR may impact the speciation and mobility of adsorbed inorganic and organic As, we used in situ real-time attenuated total reflectance–Fourier transform infrared spectroscopy (ATR-FTIR) to determine the adsorption and desorption mechanisms of As(V) and 4-aminophenylarsonic (p-ASA, a poultry feed additive) on ferrihydrite (Fh) in the presence of sulfate at varying pH. The adsorption of As(V) and p-ASA increased at lower pH, with As(V) showing IR features consistent with the formation of inner-sphere of As-Fh surface complexes, while p-ASA also formed others structures as H-bonded As-surface complexes, likely mediated by outer-sphere complexes, based on our FTIR and batch experiments data. No observable As(V) or p-ASA desorption from the Fh surface was promoted by sulfate, however sulfate adsorption on the Fh surface was remarkably larger for p-ASA than for As(V). Complimentary, we carried out batch studies of As(V) and p-ASA desorption by Fh, using artificial seawater (ASW) at varying concentrations. The 1% ASW desorbed ∼10% of initially sorbed p-ASA, while at 100% ASW desorbed ∼40%. However, <1% of As(V) was desorbed by 1% ASW solution and only ∼7.9% were desorbed at 100% ASW. The spectroscopic data support the more extensive desorption of p-ASA compared to As(V) observed in batch experiments, suggesting that organoarsenicals may be easily desorbed and, after conversion to inorganic forms, pose a risk to water supplies. © 2023 Elsevier Ltd",2023,,Environ. Pollut.,323,,,,10.1016/j.envpol.2023.121302,,#15235,Barreto 2023,,
43,Effects of Storm Surge Barrier Closures on Estuary Saltwater Intrusion and Stratification,"Chen, Z.; Orton, P.M.","Gated storm surge barriers have been constructed or proposed in many estuaries worldwide for coastal flood risk reduction. Past studies have shown that, even when open, a barrier system's fixed infrastructure can increase estuary stratification and salt intrusion, potentially affecting water quality and ecological processes. However, surge barrier closures could have a much stronger influence on estuary conditions by temporarily blocking the tidal exchange. In this project, we use an existing regional three-dimensional hydrodynamic model, with modifications to simulate surge barrier closure and reopening, to study the effects on estuarine salt intrusion and stratification of the Hudson River. Across a range of modeled scenarios of gate closure frequencies, durations and river streamflows, we evaluate the changes caused by gate closures, as well as the recovery time to normal conditions. Our results for the Hudson show long-duration gate closures (three or more days) with low streamflows temporarily lead to salt intrusion and stratification beyond recent historical extremes. Moreover, monthly frequency closures, which could occur as soon as 2070 under realistic scenarios of sea-level rise and barrier management, do not allow for recovery under low streamflow conditions and could lead to durable changes to estuary physical conditions. As a result, long duration closures and high-frequency closures both constitute a threat to municipal water supplies. This study demonstrates a framework for understanding the potential impacts of any proposed surge barrier system and can help improve our understanding of corresponding ecological impacts. © 2023. American Geophysical Union. All Rights Reserved.",2023,,Water Resour. Res.,59,3,,,10.1029/2022WR032317,,#15237,Chen 2023,,
51,Causes and consequences of changes in riparian vegetation for plant litter decomposition throughout river networks,"Kominoski, J.S.; Chapman, S.K.; Dodds, W.K.; Follstad Shah, J.J.; Richardson, J.S.","Riparian ecosystems occupy land-water interfaces along upland-to-lowland and coastal gradients of river networks. Global changes in riparian vegetation alter the types and processing of organic matter at these interfaces and throughout river networks. Dominant pathways of structural changes in riparian vegetation are associated with (i) temperature increases and changes in precipitation and hydrology, (ii) range expansion/contraction of native and non-native species, (iii) altered land-use for agriculture/forest plantations and harvesting, and urban development, (iv) shifts in disturbance regimes, such as fire, disease, pest outbreaks, and storms, and (v) saltwater intrusion. Widespread changes in riparian vegetation alter above and belowground carbon (C) stores and shift the relative proportion of algal and detrital basal resources in aquatic ecosystems. Global changes in riparian vegetation likely shift the sources and sinks of organic matter along river networks from upland headwaters to lowland rivers and coastal wetlands. Climate and global changes are expanding and contracting continental vegetation species ranges while sea-level rise and saltwater intrusion are transgressing coastal ecosystems landward. Understanding the general pathways and functional consequences of changes in riparian vegetation is vital to conserving ecosystem functions and services throughout continental river networks and coastal wetlands that are supported by organic matter processing. © Springer Nature Switzerland AG 2021.",2021,,The Ecol. of Plant Litter Decompos. in Stream Ecosyst.,,,273-296,,10.1007/978-3-030-72854-0_13,,#15251,Kominoski 2021,,
52,"Connecting Future Environmental Trends and Assessments of Fish and Wildlife Resources of Concern: A Case Study of Big Pine Key, Florida","Miller, L.A.; Harwell, M.C.","Changes in hydrologic and climatic trends will influence the ecology of Florida, and climate scenarios agree that many areas of Florida are susceptible to sea-level rise impacts. The U.S. Fish and Wildlife Service’s Climate Change Action Program focuses on a framework to examine climate change effects on fish, wildlife, plants, and habitats of all three. To follow the program, this study examines how to incorporate current scientific knowledge about regional climate projections in U.S. Fish and Wildlife Service analyses. It provides climate change and sea-level rise projections based on 2017 projections, information on changes in tropical cyclones, temperatures, and precipitation. This study also examines future effects of sea-level rise on existing habitat from saltwater intrusion of the freshwater lens below Big Pine Key. Projections of future sea-water elevations will periodically be reached or exceeded well before 2040 from short-term, stochastic, and extreme events (e.g., king tides and storm surge), and will increasingly inundate the root zone before complete saltwater intrusion. Future trends were connected to 2017 stakeholder-driven conversations about adaptation strategies to develop a suite of actions for creating temporary or permanent freshwater resources. However, beyond 3 ft (0.9 m) of sea-level rise, there are few adaptation options available for the Florida Key deer beyond relocations outside of the Florida Keys. Overall, the approach of connecting future environmental trends to assessments of fish and wildlife resources of concern can be transferred to other situations. Additionally, this approach can be used to update these analyses, such as with the recent 2022 sea-level rise updates by the National Oceanic and Atmospheric Administration, released after this work was conducted. © 2022 by the authors.",2022,,Sustainability,14,21,,,10.3390/su142114553,,#15252,Miller 2022,,
53,"Future changes in habitat availability for two specialist snake species in the imperiled rocklands of South Florida, USA","Subedi, S.C.; Walls, S.C.; Barichivich, W.J.; Boyles, R.; Ross, M.S.; Hogan, J.A.; Tupy, J.A.","Rockland habitat in South Florida, USA, is a threatened ecosystem that has been lost, fragmented, or degraded because of urbanization or other anthropogenic disturbance. Furthermore, low-lying islands and coastal areas are experiencing sea level rise (SLR) and an increased frequency and intensity of tidal flooding, putting rockland habitats there at increasing risk of ecological change. We evaluated changes in the extent of rockland habitat under various scenarios of future SLR, tidal flooding, and human development for two endemic state-listed threatened species of snakes, the Rim Rock Crowned Snake (Tantilla oolitica) and the Key Ring-necked Snake (Diadophis punctatus acricus). Both snakes are restricted to South Florida. We used recent and historical species' records to determine each species' habitat range. We then estimated the extent of future habitat loss due to SLR and continued human development, as well as degradation of the remaining habitat. We also asked whether the future potential drivers of habitat loss and degradation differ between the two species and across their habitat ranges. We predicted that saltwater intrusion could negatively affect rocklands by 2050, resulting in degradation of 80% of the existing habitat because of an anticipated 42 cm of SLR. Moreover, our model suggests short-term stochastic events such as storm surge and high tides may increasingly saturate the root zone of rockland vegetation before complete inundation. Under the extreme scenario, we predict most of the rockland habitat used by these two species of snakes may be inundated by 2080. Under the extreme SLR scenario, current rocklands are likely to convert to more halophytic habitat (mangrove or salt marsh wetland) within 50–60 years. Under the low scenario, 31% of rockland habitat may be lost due to human development by 2030. Therefore, mitigation actions may help to conserve specialist species within rockland habitat threatened by human activities and climate change. © 2022 The Authors. Conservation Science and Practice published by Wiley Periodicals LLC on behalf of Society for Conservation Biology.",2022,,Conserv. Sci. Pract.,4,10,,,10.1111/csp2.12802,,#15253,Subedi 2022,,
